customer_id,transaction_date,transaction_id,product_area_id,num_items,sales_cost
2,01/06/2020,4.36172E+11,1,2,43.08
2,06/06/2020,4.3623E+11,4,4,31.11
2,19/06/2020,4.36358E+11,3,5,10.27
2,22/06/2020,4.36389E+11,4,8,31.91
2,22/06/2020,4.36389E+11,3,12,24.68
2,22/06/2020,4.36389E+11,1,3,57.09
2,22/06/2020,4.36389E+11,2,2,5.6
2,04/07/2020,4.36508E+11,4,4,31.93
2,08/07/2020,4.3655E+11,4,3,10.99
2,08/07/2020,4.3655E+11,3,5,16.05
2,08/07/2020,4.3655E+11,5,7,86.2
2,08/07/2020,4.3655E+11,1,6,120.68
2,08/07/2020,4.3655E+11,2,18,57.14
2,29/07/2020,4.36751E+11,1,3,64.65
2,29/07/2020,4.36751E+11,2,2,1.91
2,14/08/2020,4.36914E+11,5,2,23.04
2,14/08/2020,4.36914E+11,2,7,0.25
2,20/08/2020,4.36973E+11,5,2,18.46
2,20/08/2020,4.36973E+11,1,2,40.75
2,20/08/2020,4.36973E+11,2,1,0.21
2,21/08/2020,4.36984E+11,1,4,107.87
2,01/09/2020,4.37097E+11,1,3,48.99
2,02/09/2020,4.37106E+11,3,9,20.22
2,02/09/2020,4.37106E+11,5,2,19.12
2,02/09/2020,4.37106E+11,1,12,212.34
2,02/09/2020,4.37106E+11,2,1,0.44
2,04/09/2020,4.37126E+11,4,1,2.76
2,04/09/2020,4.37126E+11,5,1,5.07
2,04/09/2020,4.37126E+11,1,1,29.89
2,04/09/2020,4.37126E+11,2,2,3.71
2,10/09/2020,4.37185E+11,1,3,60.14
2,11/09/2020,4.37195E+11,4,2,10.89
2,11/09/2020,4.37195E+11,3,1,1.29
2,11/09/2020,4.37195E+11,5,5,71.82
2,11/09/2020,4.37195E+11,1,9,202.31
2,11/09/2020,4.37195E+11,2,8,22.08
2,16/09/2020,4.37243E+11,4,1,2.75
2,16/09/2020,4.37243E+11,1,2,44.55
2,17/09/2020,4.37255E+11,4,2,10.42
2,17/09/2020,4.37255E+11,1,1,12.44
2,25/09/2020,4.37338E+11,3,1,3.85
2,25/09/2020,4.37338E+11,1,6,138.3
3,18/04/2020,4.35732E+11,2,2,3.81
3,30/04/2020,4.35857E+11,2,1,3.45
3,14/05/2020,4.35992E+11,2,1,2.36
3,27/05/2020,4.36127E+11,5,3,43.93
3,06/07/2020,4.36527E+11,4,12,44.1
3,06/07/2020,4.36527E+11,3,19,75.39
3,06/07/2020,4.36527E+11,5,6,58.11
3,06/07/2020,4.36527E+11,2,11,21.88
3,03/09/2020,4.37115E+11,5,3,15.85
3,06/09/2020,4.37149E+11,4,1,2.1
3,06/09/2020,4.37149E+11,5,5,44.18
3,28/09/2020,4.37365E+11,5,1,9.06
4,01/04/2020,4.35561E+11,4,6,52.18
4,01/04/2020,4.35561E+11,3,1,3.45
4,01/04/2020,4.35561E+11,5,1,8.57
4,01/04/2020,4.35561E+11,1,5,129.76
4,09/04/2020,4.3565E+11,4,6,48.88
4,09/04/2020,4.3565E+11,5,3,55.37
4,09/04/2020,4.3565E+11,1,11,253.32
4,09/04/2020,4.3565E+11,2,3,12.04
4,10/04/2020,4.37091E+11,1,1,17.56
4,10/04/2020,4.37091E+11,2,7,24.87
4,22/04/2020,4.35774E+11,4,4,26.07
4,22/04/2020,4.35774E+11,5,1,10.25
4,22/04/2020,4.35774E+11,1,3,62.23
4,02/05/2020,4.35873E+11,4,3,29.01
4,02/05/2020,4.35873E+11,3,5,18.81
4,02/05/2020,4.35873E+11,5,7,87.06
4,02/05/2020,4.35873E+11,1,9,260.97
4,18/05/2020,4.3604E+11,4,4,26.11
4,18/05/2020,4.3604E+11,5,2,15.7
4,18/05/2020,4.3604E+11,1,12,367.63
4,18/05/2020,4.3604E+11,2,10,10.76
4,21/05/2020,4.36063E+11,4,2,16.16
4,21/05/2020,4.36063E+11,1,6,158.66
4,17/06/2020,4.36335E+11,3,20,58.54
4,17/06/2020,4.36335E+11,1,7,176.49
4,17/06/2020,4.36335E+11,2,4,14.79
4,19/06/2020,4.36353E+11,4,7,62.84
4,19/06/2020,4.36353E+11,3,20,67
4,19/06/2020,4.36353E+11,5,2,14.26
4,19/06/2020,4.36353E+11,1,11,299.67
4,19/06/2020,4.36353E+11,2,2,3.8
4,30/06/2020,4.36465E+11,4,4,37.9
4,30/06/2020,4.36465E+11,3,11,57.86
4,30/06/2020,4.36465E+11,5,1,13.58
4,30/06/2020,4.36465E+11,1,8,174.96
4,22/07/2020,4.36683E+11,1,4,121.78
4,22/07/2020,4.36683E+11,2,5,16.66
4,21/08/2020,4.36983E+11,2,10,15.79
4,26/08/2020,4.37033E+11,3,6,35.47
4,26/08/2020,4.37033E+11,5,4,68
4,26/08/2020,4.37033E+11,1,1,35.09
4,01/09/2020,4.37099E+11,1,2,39.23
4,01/09/2020,4.37099E+11,2,12,39.56
4,03/09/2020,4.37112E+11,4,5,42.76
4,03/09/2020,4.37112E+11,3,3,4.23
4,03/09/2020,4.37112E+11,1,16,399.63
4,03/09/2020,4.37112E+11,2,1,4.08
5,01/04/2020,4.35562E+11,4,15,76.74
5,01/04/2020,4.35562E+11,3,15,34.95
5,01/04/2020,4.35562E+11,5,10,86.56
5,01/04/2020,4.35562E+11,1,25,520.75
5,01/04/2020,4.35562E+11,2,22,36.77
5,15/04/2020,4.35706E+11,4,5,22.74
5,15/04/2020,4.35706E+11,3,19,53.84
5,15/04/2020,4.35706E+11,5,3,24.43
5,15/04/2020,4.35706E+11,1,4,62.07
5,15/04/2020,4.35706E+11,2,2,7
5,28/04/2020,4.35836E+11,4,5,23.52
5,28/04/2020,4.35836E+11,3,15,45.6
5,28/04/2020,4.35836E+11,5,3,23.67
5,28/04/2020,4.35836E+11,1,8,176.87
5,03/05/2020,4.35884E+11,3,7,19.53
5,03/05/2020,4.35884E+11,5,5,54.61
5,03/05/2020,4.35884E+11,1,6,106.93
5,03/05/2020,4.35884E+11,2,17,44.74
5,10/05/2020,4.35952E+11,4,4,19.58
5,10/05/2020,4.35952E+11,3,9,11.31
5,10/05/2020,4.35952E+11,5,9,86.76
5,10/05/2020,4.35952E+11,1,1,21.04
5,10/05/2020,4.35952E+11,2,11,18.96
5,13/05/2020,4.35984E+11,4,8,37.64
5,13/05/2020,4.35984E+11,3,9,17.05
5,13/05/2020,4.35984E+11,5,4,25.6
5,13/05/2020,4.35984E+11,1,2,52.24
5,13/05/2020,4.35984E+11,2,12,3.89
5,16/05/2020,4.36013E+11,3,1,2.88
5,16/05/2020,4.36013E+11,5,5,50.3
5,16/05/2020,4.36013E+11,1,6,133.17
5,16/05/2020,4.36013E+11,2,11,16.31
5,03/06/2020,4.36192E+11,4,7,37.11
5,03/06/2020,4.36192E+11,3,36,81.94
5,03/06/2020,4.36192E+11,5,19,191.36
5,03/06/2020,4.36192E+11,1,16,343.71
5,03/06/2020,4.36192E+11,2,24,47.99
5,13/06/2020,4.36298E+11,4,3,6.84
5,13/06/2020,4.36298E+11,3,14,32.22
5,13/06/2020,4.36298E+11,5,2,10.45
5,13/06/2020,4.36298E+11,1,8,138.32
5,22/06/2020,4.36382E+11,4,3,10.85
5,22/06/2020,4.36382E+11,3,24,82.86
5,22/06/2020,4.36382E+11,5,3,22.49
5,22/06/2020,4.36382E+11,1,1,24.99
5,22/06/2020,4.36382E+11,2,14,7.49
5,02/07/2020,4.36489E+11,4,5,21.43
5,02/07/2020,4.36489E+11,3,6,13.96
5,02/07/2020,4.36489E+11,5,4,33.23
5,02/07/2020,4.36489E+11,1,2,32.21
5,02/07/2020,4.36489E+11,2,17,31.86
5,04/07/2020,4.36503E+11,4,6,28.87
5,04/07/2020,4.36503E+11,3,11,29.04
5,04/07/2020,4.36503E+11,5,11,98.31
5,04/07/2020,4.36503E+11,2,1,0.79
5,25/07/2020,4.36715E+11,4,3,20
5,25/07/2020,4.36715E+11,3,11,31.92
5,25/07/2020,4.36715E+11,5,5,43.41
5,25/07/2020,4.36715E+11,1,2,31.28
5,25/07/2020,4.36715E+11,2,3,2.82
5,29/07/2020,4.36758E+11,4,10,42.48
5,29/07/2020,4.36758E+11,3,32,88.95
5,29/07/2020,4.36758E+11,5,6,58.68
5,29/07/2020,4.36758E+11,1,18,325.05
5,29/07/2020,4.36758E+11,2,26,42.95
5,30/07/2020,4.36763E+11,4,2,7.46
5,30/07/2020,4.36763E+11,3,15,30.16
5,30/07/2020,4.36763E+11,1,6,114.53
5,30/07/2020,4.36763E+11,2,5,9.11
5,03/08/2020,4.36805E+11,4,3,9.21
5,03/08/2020,4.36805E+11,3,4,12.21
5,03/08/2020,4.36805E+11,5,5,57.95
5,03/08/2020,4.36805E+11,1,7,153.21
5,03/08/2020,4.36805E+11,2,6,18.68
5,14/08/2020,4.36917E+11,4,2,8.21
5,14/08/2020,4.36917E+11,3,9,10.85
5,14/08/2020,4.36917E+11,5,3,41.9
5,14/08/2020,4.36917E+11,1,6,105.89
5,14/08/2020,4.36917E+11,2,7,5.6
5,17/08/2020,4.36949E+11,4,10,55.82
5,17/08/2020,4.36949E+11,3,4,9.14
5,17/08/2020,4.36949E+11,5,3,32.25
5,17/08/2020,4.36949E+11,1,5,102.42
5,29/08/2020,4.37063E+11,4,10,51.04
5,29/08/2020,4.37063E+11,3,5,6.48
5,29/08/2020,4.37063E+11,5,3,42.12
5,29/08/2020,4.37063E+11,1,7,166.4
5,07/09/2020,4.37154E+11,4,2,5.08
5,07/09/2020,4.37154E+11,3,4,17.43
5,07/09/2020,4.37154E+11,5,8,70.27
5,07/09/2020,4.37154E+11,1,4,86.36
5,07/09/2020,4.37154E+11,2,6,11.46
5,16/09/2020,4.37243E+11,4,23,106.41
5,16/09/2020,4.37243E+11,3,23,78.44
5,16/09/2020,4.37243E+11,5,14,132.39
5,16/09/2020,4.37243E+11,1,17,303.64
5,16/09/2020,4.37243E+11,2,8,5.06
5,19/09/2020,4.37275E+11,4,2,5.76
5,19/09/2020,4.37275E+11,5,4,30.33
5,19/09/2020,4.37275E+11,1,7,153.34
5,19/09/2020,4.37275E+11,2,13,28.34
5,20/09/2020,4.37284E+11,4,14,97.92
5,20/09/2020,4.37284E+11,3,43,104.56
5,20/09/2020,4.37284E+11,5,18,188.12
5,20/09/2020,4.37284E+11,1,10,189.45
5,20/09/2020,4.37284E+11,2,9,10.28
6,04/04/2020,4.35592E+11,4,4,40.67
6,04/04/2020,4.35592E+11,3,6,22.22
6,04/04/2020,4.35592E+11,5,4,37.67
6,04/04/2020,4.35592E+11,1,1,17.13
6,04/04/2020,4.35592E+11,2,7,1.62
6,04/04/2020,4.356E+11,3,2,11.3
6,04/04/2020,4.356E+11,1,3,64.82
6,22/04/2020,4.36836E+11,3,2,4.09
6,22/04/2020,4.36836E+11,1,2,54.87
6,26/04/2020,4.35811E+11,5,1,7.4
6,26/04/2020,4.35811E+11,1,3,67.41
6,26/04/2020,4.35811E+11,2,15,40.64
6,03/05/2020,4.35886E+11,4,3,9.99
6,03/05/2020,4.35886E+11,3,7,41.91
6,03/05/2020,4.35886E+11,5,6,100.19
6,03/05/2020,4.35886E+11,1,8,165.75
6,03/05/2020,4.35886E+11,2,7,33.11
6,16/06/2020,4.36323E+11,1,2,70.78
6,16/06/2020,4.36323E+11,2,2,6.45
6,22/06/2020,4.36387E+11,5,4,43.77
6,07/07/2020,4.36532E+11,3,11,24.92
6,07/07/2020,4.36532E+11,5,9,103.17
6,07/07/2020,4.36532E+11,1,5,100.58
6,14/07/2020,4.36606E+11,4,4,15.65
6,14/07/2020,4.36606E+11,3,10,35.27
6,14/07/2020,4.36606E+11,5,12,163.88
6,14/07/2020,4.36606E+11,1,7,228.38
6,14/07/2020,4.36606E+11,2,13,60
6,31/07/2020,4.36778E+11,3,9,54.11
6,31/07/2020,4.36778E+11,5,6,49.14
6,31/07/2020,4.36778E+11,1,5,197.61
6,06/08/2020,4.36835E+11,4,6,59.28
6,06/08/2020,4.36835E+11,5,4,49.82
6,06/08/2020,4.36835E+11,1,5,125.46
6,11/08/2020,4.36889E+11,4,14,84.87
6,11/08/2020,4.36889E+11,3,4,17.13
6,11/08/2020,4.36889E+11,5,9,130.8
6,11/08/2020,4.36889E+11,1,8,290.25
6,23/08/2020,4.37003E+11,3,10,16.82
6,23/08/2020,4.37003E+11,5,8,153.2
6,23/08/2020,4.37003E+11,1,11,320.01
6,23/08/2020,4.37003E+11,2,10,7.25
6,03/09/2020,4.37118E+11,4,9,63.79
6,03/09/2020,4.37118E+11,3,21,61.02
6,03/09/2020,4.37118E+11,5,5,79.01
6,03/09/2020,4.37118E+11,1,15,442.95
6,18/09/2020,4.37264E+11,4,12,59.69
6,18/09/2020,4.37264E+11,3,10,39.96
6,18/09/2020,4.37264E+11,5,6,93.26
6,18/09/2020,4.37264E+11,1,11,304.22
6,18/09/2020,4.37264E+11,2,16,27.51
7,02/04/2020,4.35574E+11,1,5,101.5
7,02/04/2020,4.35574E+11,2,5,12.63
7,06/04/2020,4.35618E+11,3,12,39.94
7,06/04/2020,4.35618E+11,1,4,76.04
7,06/04/2020,4.35618E+11,2,19,69.46
7,10/04/2020,4.35653E+11,3,9,33.23
7,10/04/2020,4.35653E+11,1,10,151.83
7,10/04/2020,4.35653E+11,2,11,17
7,14/04/2020,4.35698E+11,1,2,44.53
7,14/04/2020,4.35698E+11,3,15,44.71
7,15/04/2020,4.35706E+11,1,2,59.96
7,15/04/2020,4.35707E+11,1,2,53.64
7,15/04/2020,4.35707E+11,2,7,10.83
7,22/04/2020,4.35774E+11,2,5,1.38
7,28/04/2020,4.3584E+11,3,2,7.75
7,28/04/2020,4.3584E+11,1,2,43.48
7,28/04/2020,4.3584E+11,2,6,3.08
7,06/05/2020,4.35913E+11,3,5,9.86
7,06/05/2020,4.35913E+11,1,4,99.58
7,06/05/2020,4.35913E+11,2,17,21.79
7,12/05/2020,4.35973E+11,2,3,11.21
7,22/05/2020,4.36079E+11,3,5,7.78
7,02/06/2020,4.36188E+11,3,3,14.25
7,02/06/2020,4.36188E+11,1,2,23.8
7,02/06/2020,4.36188E+11,2,6,14.86
7,17/06/2020,4.36336E+11,1,5,103.6
7,24/06/2020,4.36408E+11,3,13,41.53
7,24/06/2020,4.36408E+11,1,1,18.63
7,02/07/2020,4.36489E+11,1,5,114.69
7,02/07/2020,4.36489E+11,2,11,27.21
7,05/07/2020,4.36512E+11,1,5,155.34
7,05/07/2020,4.36512E+11,2,7,30.06
7,24/07/2020,4.36703E+11,3,5,26.81
7,24/07/2020,4.36703E+11,2,7,23.32
7,03/08/2020,4.36803E+11,3,10,30.59
7,28/08/2020,4.37055E+11,3,22,57.86
7,28/08/2020,4.37055E+11,1,10,240.08
7,28/08/2020,4.37055E+11,2,23,59.02
7,30/08/2020,4.37075E+11,1,5,103.12
7,26/09/2020,4.37342E+11,3,12,35.24
7,26/09/2020,4.37342E+11,1,5,105.61
7,28/09/2020,4.37365E+11,2,8,24.64
8,06/04/2020,4.35619E+11,2,4,1.57
8,06/05/2020,4.35917E+11,4,10,59.48
8,06/05/2020,4.35917E+11,3,31,111.16
8,06/05/2020,4.35917E+11,5,7,49.27
8,06/05/2020,4.35917E+11,2,3,7.81
8,02/06/2020,4.36185E+11,5,3,38.04
8,04/07/2020,4.36508E+11,4,4,25.7
8,24/07/2020,4.36704E+11,4,2,11.53
8,24/07/2020,4.36704E+11,3,1,3.34
8,24/07/2020,4.36704E+11,2,3,5.41
8,24/08/2020,4.37014E+11,4,2,7.64
8,29/08/2020,4.37061E+11,5,2,14.04
8,05/09/2020,4.3714E+11,5,2,20.55
9,28/04/2020,4.35836E+11,3,4,11.04
9,19/05/2020,4.36046E+11,2,7,10.2
9,31/05/2020,4.36165E+11,4,1,3.25
9,04/06/2020,4.36203E+11,4,2,10.32
9,29/07/2020,4.36752E+11,3,5,23.41
9,30/07/2020,4.36765E+11,4,4,16.8
9,30/07/2020,4.36765E+11,3,6,20.87
9,30/07/2020,4.36765E+11,5,5,57.67
9,08/08/2020,4.36856E+11,4,11,65.03
9,08/08/2020,4.36856E+11,3,23,65.45
9,08/08/2020,4.36856E+11,5,1,5.27
9,08/08/2020,4.36856E+11,2,16,21.9
9,08/09/2020,4.37166E+11,3,6,25.34
10,05/04/2020,4.35604E+11,4,9,47.32
10,05/04/2020,4.35604E+11,5,2,20.71
10,05/04/2020,4.35604E+11,1,6,138.95
10,05/04/2020,4.35604E+11,2,7,19.35
10,06/04/2020,4.3562E+11,4,4,16.27
10,06/04/2020,4.3562E+11,3,8,22.69
10,06/04/2020,4.3562E+11,5,4,47.86
10,06/04/2020,4.3562E+11,1,1,13.86
10,06/04/2020,4.3562E+11,2,13,11.54
10,05/05/2020,4.35903E+11,4,4,12.9
10,05/05/2020,4.35903E+11,3,16,77.41
10,05/05/2020,4.35903E+11,1,7,139.3
10,05/05/2020,4.35903E+11,2,11,8.2
10,24/05/2020,4.36098E+11,4,25,124.64
10,24/05/2020,4.36098E+11,3,24,99.79
10,24/05/2020,4.36098E+11,5,18,186.47
10,24/05/2020,4.36098E+11,1,11,237.18
10,24/05/2020,4.36098E+11,2,15,42.56
10,26/05/2020,4.36113E+11,4,7,35.75
10,26/05/2020,4.36113E+11,3,23,80.8
10,26/05/2020,4.36113E+11,5,11,91.09
10,26/05/2020,4.36113E+11,1,15,347.39
10,26/05/2020,4.36113E+11,2,33,58.72
10,29/05/2020,4.36144E+11,4,2,8.58
10,29/05/2020,4.36144E+11,3,15,49.73
10,29/05/2020,4.36144E+11,5,3,20.6
10,29/05/2020,4.36144E+11,1,1,26.39
10,29/05/2020,4.36144E+11,2,25,42.11
10,30/06/2020,4.36464E+11,4,12,54.3
10,30/06/2020,4.36464E+11,1,8,158.3
10,30/06/2020,4.36464E+11,2,6,13.2
10,03/07/2020,4.36491E+11,4,10,40.79
10,03/07/2020,4.36491E+11,3,28,105.18
10,03/07/2020,4.36491E+11,1,8,165.57
10,13/07/2020,4.366E+11,4,9,38.81
10,13/07/2020,4.366E+11,3,10,38.29
10,13/07/2020,4.366E+11,5,9,91.64
10,13/07/2020,4.366E+11,1,10,276.77
10,13/07/2020,4.366E+11,2,8,29.67
10,22/07/2020,4.36687E+11,4,5,30.59
10,22/07/2020,4.36687E+11,3,6,17.9
10,22/07/2020,4.36687E+11,1,12,311.9
10,22/07/2020,4.36687E+11,2,13,38.86
10,25/07/2020,4.36711E+11,4,7,24.7
10,25/07/2020,4.36711E+11,3,7,20.16
10,25/07/2020,4.36711E+11,5,10,127.86
10,25/07/2020,4.36711E+11,1,8,158.89
10,25/07/2020,4.36711E+11,2,6,20.59
10,06/08/2020,4.36838E+11,4,12,53.08
10,06/08/2020,4.36838E+11,5,5,44.74
10,06/08/2020,4.36838E+11,1,11,209.89
10,06/08/2020,4.36838E+11,2,13,35.64
10,09/08/2020,4.36863E+11,4,5,15.66
10,09/08/2020,4.36863E+11,3,13,50.63
10,09/08/2020,4.36863E+11,5,7,91.83
10,09/08/2020,4.36863E+11,1,6,121.22
10,09/08/2020,4.36863E+11,2,14,34.19
10,12/08/2020,4.369E+11,4,8,50.41
10,12/08/2020,4.369E+11,3,20,72.32
10,12/08/2020,4.369E+11,5,8,100.25
10,12/08/2020,4.369E+11,1,7,157.43
10,12/08/2020,4.369E+11,2,7,14.57
10,18/08/2020,4.36953E+11,4,32,171.41
10,18/08/2020,4.36953E+11,3,26,52.5
10,18/08/2020,4.36953E+11,5,10,136.21
10,18/08/2020,4.36953E+11,1,21,513.42
10,18/08/2020,4.36953E+11,2,12,18.17
10,31/08/2020,4.37086E+11,4,10,60.18
10,31/08/2020,4.37086E+11,3,12,60.87
10,31/08/2020,4.37086E+11,5,5,36.18
10,31/08/2020,4.37086E+11,1,11,197
10,31/08/2020,4.37086E+11,2,10,24.6
10,10/09/2020,4.37184E+11,4,13,81.5
10,10/09/2020,4.37184E+11,3,9,14.61
10,10/09/2020,4.37184E+11,5,5,28.38
10,10/09/2020,4.37184E+11,1,5,84.77
10,10/09/2020,4.37184E+11,2,15,31.24
10,17/09/2020,4.37253E+11,4,5,26.61
10,17/09/2020,4.37253E+11,3,6,11.97
10,17/09/2020,4.37253E+11,5,6,66.73
10,17/09/2020,4.37253E+11,1,8,184.93
10,17/09/2020,4.37253E+11,2,13,37.11
10,18/09/2020,4.37267E+11,4,25,174.19
10,18/09/2020,4.37267E+11,3,24,110.38
10,18/09/2020,4.37267E+11,5,7,67.33
10,18/09/2020,4.37267E+11,1,24,513.2
10,18/09/2020,4.37267E+11,2,17,38.28
10,18/09/2020,4.3727E+11,4,8,19.95
10,18/09/2020,4.3727E+11,3,11,37.23
10,18/09/2020,4.3727E+11,5,4,37.42
10,18/09/2020,4.3727E+11,1,9,182.63
10,18/09/2020,4.3727E+11,2,12,45.81
10,24/09/2020,4.37323E+11,4,6,31.86
10,24/09/2020,4.37323E+11,3,18,60.31
10,24/09/2020,4.37323E+11,5,10,117.51
10,24/09/2020,4.37323E+11,1,5,144.59
10,24/09/2020,4.37323E+11,2,8,19.12
10,25/09/2020,4.3734E+11,4,8,39.27
10,25/09/2020,4.3734E+11,3,18,52.2
10,25/09/2020,4.3734E+11,5,6,75.34
10,25/09/2020,4.3734E+11,1,10,269.08
10,29/09/2020,4.37372E+11,4,11,72.65
10,29/09/2020,4.37372E+11,3,30,81.98
10,29/09/2020,4.37372E+11,5,5,73.39
10,29/09/2020,4.37372E+11,1,26,630.88
10,29/09/2020,4.37372E+11,2,26,49.04
11,04/04/2020,4.35597E+11,3,9,32.82
11,09/04/2020,4.35648E+11,4,8,52.04
11,09/04/2020,4.35648E+11,3,4,18.49
11,09/04/2020,4.35648E+11,2,1,0.91
11,10/04/2020,4.35654E+11,4,3,21.04
11,10/04/2020,4.35654E+11,3,34,122.15
11,10/04/2020,4.35654E+11,5,1,12.45
11,10/04/2020,4.35654E+11,1,4,90.29
11,13/04/2020,4.35687E+11,1,1,15.93
11,22/04/2020,4.35775E+11,1,1,14.95
11,25/04/2020,4.35809E+11,5,1,12.48
11,27/04/2020,4.35828E+11,5,1,9.95
11,27/04/2020,4.35828E+11,2,12,26.29
11,04/05/2020,4.35892E+11,4,4,15.32
11,04/05/2020,4.35892E+11,5,1,9.64
11,04/05/2020,4.35892E+11,2,6,22.53
11,11/05/2020,4.35967E+11,3,9,25.16
11,19/05/2020,4.36048E+11,4,2,12.81
11,19/05/2020,4.36048E+11,5,5,56
11,19/05/2020,4.36048E+11,2,4,3.04
11,19/05/2020,4.3605E+11,4,3,15.18
11,26/05/2020,4.36116E+11,4,3,18.97
11,26/05/2020,4.36116E+11,2,6,10.2
11,12/06/2020,4.36284E+11,4,4,24.93
11,12/06/2020,4.36284E+11,3,8,19.32
11,12/06/2020,4.36284E+11,5,2,17.94
11,12/06/2020,4.36284E+11,2,5,18.51
11,19/06/2020,4.36356E+11,4,1,6.42
11,23/06/2020,4.36398E+11,4,3,6.79
11,28/06/2020,4.36442E+11,2,4,13.87
11,06/07/2020,4.36523E+11,4,1,7.99
11,14/07/2020,4.36605E+11,5,2,19.25
11,24/07/2020,4.36703E+11,5,2,19.05
11,19/08/2020,4.36964E+11,4,2,7.99
11,19/08/2020,4.36969E+11,2,7,6.18
11,21/08/2020,4.36987E+11,5,2,13.41
11,26/08/2020,4.37034E+11,1,1,22.31
11,27/08/2020,4.37041E+11,3,9,25.92
11,27/08/2020,4.37046E+11,4,4,23.77
11,29/08/2020,4.37062E+11,2,1,0.44
11,29/08/2020,4.37068E+11,4,3,15.86
11,29/08/2020,4.37069E+11,1,2,28.08
11,06/09/2020,4.37141E+11,5,1,8.33
11,06/09/2020,4.37144E+11,2,3,8.56
11,09/09/2020,4.37171E+11,3,9,37.87
11,13/09/2020,4.37213E+11,4,3,10.43
11,14/09/2020,4.37228E+11,1,2,44.93
11,15/09/2020,4.37235E+11,3,7,29.99
11,15/09/2020,4.37235E+11,5,3,15.07
11,15/09/2020,4.37235E+11,1,3,64.52
11,16/09/2020,4.37246E+11,2,4,10.17
11,17/09/2020,4.37256E+11,2,5,7.7
11,23/09/2020,4.3732E+11,2,5,2.5
11,28/09/2020,4.37366E+11,5,1,6.98
12,05/04/2020,4.35603E+11,5,1,5.95
12,13/04/2020,4.35681E+11,2,12,14.61
12,14/04/2020,4.35692E+11,2,6,22.41
12,22/04/2020,4.35779E+11,3,5,21.15
12,23/04/2020,4.35789E+11,3,1,1.19
12,03/05/2020,4.35884E+11,5,1,11.8
12,07/05/2020,4.35923E+11,5,3,25.92
12,09/05/2020,4.35944E+11,4,3,12.94
12,13/05/2020,4.35985E+11,5,2,29.78
12,13/05/2020,4.35985E+11,2,4,10.84
12,22/05/2020,4.36072E+11,3,5,9.78
